record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
100,0,,top_down,,,100,1750938023.3260992,,,
101,0,,top_down,,,101,1750938023.328287,,,
102,0,,top_down,,,102,1750938023.330456,,,
103,0,,top_down,,,103,1750938023.3329396,,,
104,0,,top_down,,,104,1750938023.3351398,,,
105,0,,top_down,,,105,1750938023.3373265,,,
106,0,,top_down,,,106,1750938023.3397489,,,
107,0,,top_down,,,107,1750938023.3422701,,,
108,0,,top_down,,,108,1750938023.34447,,,
109,0,,top_down,,,109,1750938023.3469522,,,
110,0,,top_down,,,110,1750938023.3491757,,,
111,0,,top_down,,,111,1750938023.351404,,,
112,0,,top_down,,,112,1750938023.3538566,,,
113,0,,top_down,,,113,1750938023.3560846,,,
114,0,,top_down,,,114,1750938023.3586242,,,
115,0,,top_down,,,115,1750938023.360974,,,
116,0,,top_down,,,116,1750938023.363198,,,
117,0,,top_down,,,117,1750938023.3654037,,,
118,0,,top_down,,,118,1750938023.3678145,,,
119,0,,top_down,,,119,1750938023.3700614,,,
120,0,,top_down,,,120,1750938023.372267,,,
121,0,,top_down,,,121,1750938023.3748596,,,
122,0,,top_down,,,122,1750938023.3774118,,,
123,0,,top_down,,,123,1750938023.380046,,,
124,0,,top_down,,,124,1750938023.3823922,,,
125,0,,top_down,,,125,1750938023.3846436,,,
126,0,,top_down,,,126,1750938023.3868933,,,
127,0,,top_down,,,127,1750938023.3897648,,,
128,0,,top_down,,,128,1750938023.3926754,,,
129,0,,top_down,,,129,1750938023.396123,,,
130,0,,top_down,,,130,1750938023.3991704,,,
131,0,,top_down,,,131,1750938023.4017768,,,
132,0,,top_down,,,132,1750938023.4055634,,,
133,0,,top_down,,,133,1750938023.4082468,,,
134,0,,top_down,,,134,1750938023.4118404,,,
135,0,,top_down,,,135,1750938023.414551,,,
136,0,,top_down,,,136,1750938023.417158,,,
137,0,,top_down,,,137,1750938023.4195817,,,
138,0,,top_down,,,138,1750938023.421821,,,
139,0,,top_down,,,139,1750938023.4242864,,,
140,0,,top_down,,,140,1750938023.4267683,,,
141,0,,top_down,,,141,1750938023.4292083,,,
142,1,,top_down,,,142,1750938023.4314892,,,
2356,0,svm,max,balanced,tfidf,143,1750938024.5026944,,,
994,0,svm,max,balanced,tfidf,144,1750938024.5126495,,,
964,0,svm,max,balanced,tfidf,145,1750938024.5231164,,,
1369,0,svm,max,balanced,tfidf,146,1750938024.5336785,,,
420,0,svm,max,balanced,tfidf,147,1750938024.543508,,,
741,0,svm,max,balanced,tfidf,148,1750938024.5523455,,,
1400,0,svm,max,balanced,tfidf,149,1750938024.5611572,,,
2828,0,svm,max,balanced,tfidf,150,1750938024.570338,,,
2653,0,svm,max,balanced,tfidf,151,1750938024.5793624,,,
1309,1,svm,max,balanced,tfidf,152,1750938024.5881321,,,
1788,1,svm,max,balanced,tfidf,153,1750938024.5973394,,,
1821,0,svm,max,balanced,tfidf,154,1750938024.606325,,,
1827,0,svm,max,balanced,tfidf,155,1750938024.616029,,,
852,0,svm,max,balanced,tfidf,156,1750938024.6254635,,,
1425,0,svm,max,balanced,tfidf,157,1750938024.6362514,,,
1655,1,svm,max,balanced,tfidf,158,1750938024.6469505,,,
935,0,svm,max,balanced,tfidf,159,1750938024.656438,,,
1909,0,svm,max,balanced,tfidf,160,1750938024.6653607,,,
1813,0,svm,max,balanced,tfidf,161,1750938024.6746337,,,
223,0,svm,max,balanced,tfidf,162,1750938024.6839225,,,
