record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
0,0,,top_down,,,0,1750938746.3975432,,,
1,0,,top_down,,,1,1750938746.3989484,,,
2,0,,top_down,,,2,1750938746.4006352,,,
3,0,,top_down,,,3,1750938746.4025147,,,
4,0,,top_down,,,4,1750938746.4041693,,,
5,0,,top_down,,,5,1750938746.4057531,,,
6,1,,top_down,,,6,1750938746.4070358,,,
552,1,svm,max,balanced,tfidf,7,1750938747.1350238,,,
160,0,svm,max,balanced,tfidf,8,1750938747.1421902,,,
244,1,svm,max,balanced,tfidf,9,1750938747.1483088,,,
478,1,svm,max,balanced,tfidf,10,1750938747.1553187,,,
289,0,svm,max,balanced,tfidf,11,1750938747.1631544,,,
301,1,svm,max,balanced,tfidf,12,1750938747.1712399,,,
1068,1,svm,max,balanced,tfidf,13,1750938747.1792815,,,
65,0,svm,max,balanced,tfidf,14,1750938747.1860116,,,
659,1,svm,max,balanced,tfidf,15,1750938747.19226,,,
835,1,svm,max,balanced,tfidf,16,1750938747.1985064,,,
598,0,svm,max,balanced,tfidf,17,1750938747.204816,,,
791,1,svm,max,balanced,tfidf,18,1750938747.2112508,,,
974,1,svm,max,balanced,tfidf,19,1750938747.217414,,,
291,1,svm,max,balanced,tfidf,20,1750938747.2237194,,,
110,0,svm,max,balanced,tfidf,21,1750938747.2307012,,,
463,1,svm,max,balanced,tfidf,22,1750938747.2371202,,,
736,1,svm,max,balanced,tfidf,23,1750938747.24495,,,
1138,1,svm,max,balanced,tfidf,24,1750938747.251182,,,
136,1,svm,max,balanced,tfidf,25,1750938747.2579372,,,
550,1,svm,max,balanced,tfidf,26,1750938747.2664728,,,
1074,0,svm,max,balanced,tfidf,27,1750938747.274005,,,
290,1,svm,max,balanced,tfidf,28,1750938747.2818327,,,
89,0,svm,max,balanced,tfidf,29,1750938747.2899833,,,
858,1,svm,max,balanced,tfidf,30,1750938747.2966115,,,
282,1,svm,max,balanced,tfidf,31,1750938747.3033466,,,
1120,1,svm,max,balanced,tfidf,32,1750938747.309809,,,
680,0,svm,max,balanced,tfidf,33,1750938747.3160584,,,
854,1,svm,max,balanced,tfidf,34,1750938747.3228412,,,
30,1,svm,max,balanced,tfidf,35,1750938747.3298688,,,
1109,1,svm,max,balanced,tfidf,36,1750938747.3371515,,,
774,1,svm,max,balanced,tfidf,37,1750938747.3450253,,,
1159,1,svm,max,balanced,tfidf,38,1750938747.3537807,,,
394,1,svm,max,balanced,tfidf,39,1750938747.362581,,,
1015,1,svm,max,balanced,tfidf,40,1750938747.370395,,,
1172,0,svm,max,balanced,tfidf,41,1750938747.3788214,,,
1029,0,svm,max,balanced,tfidf,42,1750938747.385843,,,
821,1,svm,max,balanced,tfidf,43,1750938747.39221,,,
138,1,svm,max,balanced,tfidf,44,1750938747.3989022,,,
839,1,svm,max,balanced,tfidf,45,1750938747.4056628,,,
669,0,svm,max,balanced,tfidf,46,1750938747.412151,,,
158,1,svm,max,balanced,tfidf,47,1750938747.419409,,,
298,1,svm,max,balanced,tfidf,48,1750938747.425853,,,
168,1,svm,max,balanced,tfidf,49,1750938747.4323404,,,
1049,1,svm,max,balanced,tfidf,50,1750938747.4392767,,,
184,1,svm,max,balanced,tfidf,51,1750938747.4467287,,,
271,1,svm,max,balanced,tfidf,52,1750938747.4546223,,,
739,0,svm,max,balanced,tfidf,53,1750938747.463238,,,
1035,0,svm,max,balanced,tfidf,54,1750938747.4714453,,,
1047,0,svm,max,balanced,tfidf,55,1750938747.479871,,,
916,1,svm,max,balanced,tfidf,56,1750938747.487177,,,
406,1,svm,max,balanced,tfidf,57,1750938747.4938452,,,
755,0,svm,max,balanced,tfidf,58,1750938747.500664,,,
817,0,svm,max,balanced,tfidf,59,1750938747.5077171,,,
336,1,svm,max,balanced,tfidf,60,1750938747.5145333,,,
1021,1,svm,max,balanced,tfidf,61,1750938747.5212939,,,
675,1,svm,max,balanced,tfidf,62,1750938747.5284224,,,
144,1,svm,max,balanced,tfidf,63,1750938747.535155,,,
762,1,svm,max,balanced,tfidf,64,1750938747.5420818,,,
392,0,svm,max,balanced,tfidf,65,1750938747.5490177,,,
1155,1,svm,max,balanced,tfidf,66,1750938747.5569088,,,
1011,1,svm,max,balanced,tfidf,67,1750938747.5645332,,,
605,0,svm,max,balanced,tfidf,68,1750938747.5720172,,,
674,0,svm,max,balanced,tfidf,69,1750938747.5799522,,,
604,1,svm,max,balanced,tfidf,70,1750938747.5897229,,,
272,0,svm,max,balanced,tfidf,71,1750938747.6003795,,,
1100,1,svm,max,balanced,tfidf,72,1750938747.6077986,,,
813,1,svm,max,balanced,tfidf,73,1750938747.6148863,,,
790,0,svm,max,balanced,tfidf,74,1750938747.621869,,,
504,1,svm,max,balanced,tfidf,75,1750938747.6285808,,,
1076,0,svm,max,balanced,tfidf,76,1750938747.6365097,,,
904,1,svm,max,balanced,tfidf,77,1750938747.6432137,,,
19,1,svm,max,balanced,tfidf,78,1750938747.650483,,,
174,1,svm,max,balanced,tfidf,79,1750938747.6581912,,,
326,0,svm,max,balanced,tfidf,80,1750938747.665505,,,
818,1,svm,max,balanced,tfidf,81,1750938747.6737967,,,
662,0,svm,max,balanced,tfidf,82,1750938747.684329,,,
889,0,svm,max,balanced,tfidf,83,1750938747.6943934,,,
102,1,svm,max,balanced,tfidf,84,1750938747.704056,,,
865,1,svm,max,balanced,tfidf,85,1750938747.7129433,,,
786,0,svm,max,balanced,tfidf,86,1750938747.720941,,,
1121,0,svm,max,balanced,tfidf,87,1750938747.7282927,,,
287,1,svm,max,balanced,tfidf,88,1750938747.735057,,,
34,1,svm,max,balanced,tfidf,89,1750938747.7420921,,,
558,0,svm,max,balanced,tfidf,90,1750938747.7496192,,,
753,1,svm,max,balanced,tfidf,91,1750938747.7567742,,,
841,0,svm,max,balanced,tfidf,92,1750938747.7643564,,,
843,0,svm,max,balanced,tfidf,93,1750938747.7713773,,,
209,0,svm,max,balanced,tfidf,94,1750938747.7794085,,,
483,0,svm,max,balanced,tfidf,95,1750938747.787763,,,
1092,0,svm,max,balanced,tfidf,96,1750938747.7968926,,,
819,1,svm,max,balanced,tfidf,97,1750938747.806514,,,
824,0,svm,max,balanced,tfidf,98,1750938747.814917,,,
1087,1,svm,max,balanced,tfidf,99,1750938747.8220139,,,
462,1,svm,max,balanced,tfidf,100,1750938747.828851,,,
524,0,svm,max,balanced,tfidf,101,1750938747.8360002,,,
162,1,svm,max,balanced,tfidf,102,1750938747.8432434,,,
90,0,svm,max,balanced,tfidf,103,1750938747.8515372,,,
387,1,svm,max,balanced,tfidf,104,1750938747.8585622,,,
251,0,svm,max,balanced,tfidf,105,1750938747.8669202,,,
1112,0,svm,max,balanced,tfidf,106,1750938747.8749282,,,
772,0,svm,max,balanced,tfidf,107,1750938747.8841193,,,
702,0,svm,max,balanced,tfidf,108,1750938747.8935742,,,
829,1,svm,max,balanced,tfidf,109,1750938747.902136,,,
190,0,svm,max,balanced,tfidf,110,1750938747.910149,,,
710,0,svm,max,balanced,tfidf,111,1750938747.9176168,,,
391,0,svm,max,balanced,tfidf,112,1750938747.9246461,,,
41,1,svm,max,balanced,tfidf,113,1750938747.9320292,,,
513,1,svm,max,balanced,tfidf,114,1750938747.9394753,,,
907,0,svm,max,balanced,tfidf,115,1750938747.9468665,,,
401,0,svm,max,balanced,tfidf,116,1750938747.9541936,,,
1128,0,svm,max,balanced,tfidf,117,1750938747.961426,,,
978,0,svm,max,balanced,tfidf,118,1750938747.9696112,,,
809,0,svm,max,balanced,tfidf,119,1750938747.976993,,,
159,0,svm,max,balanced,tfidf,120,1750938747.9870987,,,
252,0,svm,max,balanced,tfidf,121,1750938747.9972773,,,
1154,0,svm,max,balanced,tfidf,122,1750938748.008406,,,
337,0,svm,max,balanced,tfidf,123,1750938748.0169215,,,
899,0,svm,max,balanced,tfidf,124,1750938748.024498,,,
1013,0,svm,max,balanced,tfidf,125,1750938748.0317655,,,
206,0,svm,max,balanced,tfidf,126,1750938748.0395086,,,
153,0,svm,max,balanced,tfidf,127,1750938748.0472717,,,
1095,1,svm,max,balanced,tfidf,128,1750938748.0544343,,,
1088,0,svm,max,balanced,tfidf,129,1750938748.062021,,,
437,0,svm,max,balanced,tfidf,130,1750938748.0692647,,,
382,1,svm,max,balanced,tfidf,131,1750938748.077802,,,
99,0,svm,max,balanced,tfidf,132,1750938748.0849888,,,
750,0,svm,max,balanced,tfidf,133,1750938748.0927515,,,
313,0,svm,max,balanced,tfidf,134,1750938748.1011093,,,
186,0,svm,max,balanced,tfidf,135,1750938748.1122384,,,
253,1,svm,max,balanced,tfidf,136,1750938748.122079,,,
214,1,svm,max,balanced,tfidf,137,1750938748.1299188,,,
1086,0,svm,max,balanced,tfidf,138,1750938748.1381927,,,
227,0,svm,max,balanced,tfidf,139,1750938748.1457257,,,
359,1,svm,max,balanced,tfidf,140,1750938748.1532705,,,
402,0,svm,max,balanced,tfidf,141,1750938748.163897,,,
540,0,svm,max,balanced,tfidf,142,1750938748.1720097,,,
968,0,svm,max,balanced,tfidf,143,1750938748.1799755,,,
1104,0,svm,max,balanced,tfidf,144,1750938748.1884928,,,
1030,0,svm,max,balanced,tfidf,145,1750938748.196991,,,
773,0,svm,max,balanced,tfidf,146,1750938748.207527,,,
265,0,svm,max,balanced,tfidf,147,1750938748.2187984,,,
146,0,svm,max,balanced,tfidf,148,1750938748.2270477,,,
990,0,svm,max,balanced,tfidf,149,1750938748.2356074,,,
711,0,svm,max,balanced,tfidf,150,1750938748.2437284,,,
940,0,svm,max,balanced,tfidf,151,1750938748.2522414,,,
