record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
730,0,svm,max,balanced,tfidf,579,1750939173.903019,,,
191,0,svm,max,balanced,tfidf,580,1750939173.925429,,,
673,0,svm,max,balanced,tfidf,581,1750939173.9441843,,,
196,0,svm,max,balanced,tfidf,582,1750939173.9615002,,,
129,0,svm,max,balanced,tfidf,583,1750939173.9779382,,,
567,0,svm,max,balanced,tfidf,584,1750939173.9948559,,,
145,0,svm,max,balanced,tfidf,585,1750939174.012928,,,
223,0,svm,max,balanced,tfidf,586,1750939174.0350926,,,
485,0,svm,max,balanced,tfidf,587,1750939174.0563858,,,
944,0,svm,max,balanced,tfidf,588,1750939174.0733483,,,
329,0,svm,max,balanced,tfidf,589,1750939174.0916567,,,
761,0,svm,max,balanced,tfidf,590,1750939174.10981,,,
984,0,svm,max,balanced,tfidf,591,1750939174.128228,,,
594,0,svm,max,balanced,tfidf,592,1750939174.1517818,,,
577,0,svm,max,balanced,tfidf,593,1750939174.1725683,,,
1046,0,svm,max,balanced,tfidf,594,1750939174.1899686,,,
938,0,svm,max,balanced,tfidf,595,1750939174.2084653,,,
783,0,svm,max,balanced,tfidf,596,1750939174.2257853,,,
720,0,svm,max,balanced,tfidf,597,1750939174.2457583,,,
106,0,svm,max,balanced,tfidf,598,1750939174.2713664,,,
650,0,svm,max,balanced,tfidf,599,1750939174.2887926,,,
78,0,svm,max,balanced,tfidf,600,1750939174.3069735,,,
91,0,svm,max,balanced,tfidf,601,1750939174.323715,,,
299,0,svm,max,balanced,tfidf,602,1750939174.3421693,,,
644,0,svm,max,balanced,tfidf,603,1750939174.3626726,,,
921,0,svm,max,balanced,tfidf,604,1750939174.3903892,,,
891,0,svm,max,balanced,tfidf,605,1750939174.4084404,,,
643,0,svm,max,balanced,tfidf,606,1750939174.4255981,,,
24,0,svm,max,balanced,tfidf,607,1750939174.443237,,,
517,0,svm,max,balanced,tfidf,608,1750939174.4608288,,,
466,0,svm,max,balanced,tfidf,609,1750939174.4781158,,,
623,0,svm,max,balanced,tfidf,610,1750939174.5016284,,,
840,0,svm,max,balanced,tfidf,611,1750939174.523093,,,
735,0,svm,max,balanced,tfidf,612,1750939174.541057,,,
866,0,svm,max,balanced,tfidf,613,1750939174.5583777,,,
1098,0,svm,max,balanced,tfidf,614,1750939174.5746942,,,
727,0,svm,max,balanced,tfidf,615,1750939174.592797,,,
847,0,svm,max,balanced,tfidf,616,1750939174.6191406,,,
894,0,svm,max,balanced,tfidf,617,1750939174.63902,,,
361,0,svm,max,balanced,tfidf,618,1750939174.655711,,,
893,0,svm,max,balanced,tfidf,619,1750939174.6731372,,,
918,0,svm,max,balanced,tfidf,620,1750939174.6905847,,,
723,0,svm,max,balanced,tfidf,621,1750939174.7097082,,,
200,0,svm,max,balanced,tfidf,622,1750939174.7346334,,,
805,0,svm,max,balanced,tfidf,623,1750939174.7541285,,,
953,0,svm,max,balanced,tfidf,624,1750939174.7726195,,,
411,0,svm,max,balanced,tfidf,625,1750939174.7914302,,,
1171,0,svm,max,balanced,tfidf,626,1750939174.8103251,,,
908,0,svm,max,balanced,tfidf,627,1750939174.8325057,,,
592,0,svm,max,balanced,tfidf,628,1750939174.8595617,,,
179,0,svm,max,balanced,tfidf,629,1750939174.884478,,,
636,0,svm,max,balanced,tfidf,630,1750939174.9080088,,,
208,0,svm,max,balanced,tfidf,631,1750939174.9351602,,,
103,0,svm,max,balanced,tfidf,632,1750939174.9552615,,,
261,0,svm,max,balanced,tfidf,633,1750939174.9754775,,,
64,0,svm,max,balanced,tfidf,634,1750939174.997247,,,
860,0,svm,max,balanced,tfidf,635,1750939175.01927,,,
691,0,svm,max,balanced,tfidf,636,1750939175.039027,,,
430,0,svm,max,balanced,tfidf,637,1750939175.0583751,,,
532,0,svm,max,balanced,tfidf,638,1750939175.0802066,,,
352,0,svm,max,balanced,tfidf,639,1750939175.1062343,,,
21,0,svm,max,balanced,tfidf,640,1750939175.1257157,,,
345,0,svm,max,balanced,tfidf,641,1750939175.1469471,,,
370,0,svm,max,balanced,tfidf,642,1750939175.169545,,,
525,0,svm,max,balanced,tfidf,643,1750939175.1992717,,,
725,0,svm,max,balanced,tfidf,644,1750939175.2262292,,,
956,0,svm,max,balanced,tfidf,645,1750939175.2551262,,,
378,0,svm,max,balanced,tfidf,646,1750939175.2740247,,,
970,0,svm,max,balanced,tfidf,647,1750939175.291776,,,
510,0,svm,max,balanced,tfidf,648,1750939175.3129716,,,
115,0,svm,max,balanced,tfidf,649,1750939175.3365192,,,
