record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
6,1,,top_down,,,6,1750947375.3818123,,,
552,1,svm,max,balanced,tfidf,7,1750947376.3890727,,,
244,1,svm,max,balanced,tfidf,9,1750947376.4105573,,,
478,1,svm,max,balanced,tfidf,10,1750947376.4216282,,,
301,1,svm,max,balanced,tfidf,12,1750947376.4403129,,,
1068,1,svm,max,balanced,tfidf,13,1750947376.4498193,,,
659,1,svm,max,balanced,tfidf,15,1750947376.468196,,,
835,1,svm,max,balanced,tfidf,16,1750947376.477771,,,
791,1,svm,max,balanced,tfidf,18,1750947376.4954135,,,
974,1,svm,max,balanced,tfidf,19,1750947376.504655,,,
291,1,svm,max,balanced,tfidf,20,1750947376.513562,,,
463,1,svm,max,balanced,tfidf,22,1750947376.5320725,,,
736,1,svm,max,balanced,tfidf,23,1750947376.5413384,,,
1138,1,svm,max,balanced,tfidf,24,1750947376.5508635,,,
136,1,svm,max,balanced,tfidf,25,1750947376.5589514,,,
550,1,svm,max,balanced,tfidf,26,1750947376.5695112,,,
290,1,svm,max,balanced,tfidf,28,1750947376.591201,,,
858,1,svm,max,balanced,tfidf,30,1750947376.6111846,,,
282,1,svm,max,balanced,tfidf,31,1750947376.6208303,,,
1120,1,svm,max,balanced,tfidf,32,1750947376.6318307,,,
854,1,svm,max,balanced,tfidf,34,1750947376.6491954,,,
30,1,svm,max,balanced,tfidf,35,1750947376.6591017,,,
1109,1,svm,max,balanced,tfidf,36,1750947376.668647,,,
774,1,svm,max,balanced,tfidf,37,1750947376.6800675,,,
1159,1,svm,max,balanced,tfidf,38,1750947376.6915746,,,
394,1,svm,max,balanced,tfidf,39,1750947376.7022922,,,
1015,1,svm,max,balanced,tfidf,40,1750947376.713505,,,
821,1,svm,max,balanced,tfidf,43,1750947376.7440727,,,
138,1,svm,max,balanced,tfidf,44,1750947376.7544081,,,
839,1,svm,max,balanced,tfidf,45,1750947376.764448,,,
158,1,svm,max,balanced,tfidf,47,1750947376.783989,,,
298,1,svm,max,balanced,tfidf,48,1750947376.792679,,,
168,1,svm,max,balanced,tfidf,49,1750947376.8013148,,,
1049,1,svm,max,balanced,tfidf,50,1750947376.8112757,,,
184,1,svm,max,balanced,tfidf,51,1750947376.821738,,,
271,1,svm,max,balanced,tfidf,52,1750947376.8313792,,,
916,1,svm,max,balanced,tfidf,56,1750947376.8699846,,,
406,1,svm,max,balanced,tfidf,57,1750947376.8804195,,,
336,1,svm,max,balanced,tfidf,60,1750947376.9101028,,,
1021,1,svm,max,balanced,tfidf,61,1750947376.919356,,,
675,1,svm,max,balanced,tfidf,62,1750947376.93125,,,
144,1,svm,max,balanced,tfidf,63,1750947376.9406314,,,
762,1,svm,max,balanced,tfidf,64,1750947376.9515777,,,
1155,1,svm,max,balanced,tfidf,66,1750947376.9827178,,,
1011,1,svm,max,balanced,tfidf,67,1750947376.9919066,,,
604,1,svm,max,balanced,tfidf,70,1750947377.0217745,,,
1100,1,svm,max,balanced,tfidf,72,1750947377.0478995,,,
813,1,svm,max,balanced,tfidf,73,1750947377.0643973,,,
504,1,svm,max,balanced,tfidf,75,1750947377.0904784,,,
904,1,svm,max,balanced,tfidf,77,1750947377.112058,,,
19,1,svm,max,balanced,tfidf,78,1750947377.1219244,,,
174,1,svm,max,balanced,tfidf,79,1750947377.131643,,,
