record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
0,0,,top_down,,,0,1750947375.36823,,,
1,0,,top_down,,,1,1750947375.3700998,,,
2,0,,top_down,,,2,1750947375.373409,,,
3,0,,top_down,,,3,1750947375.3751159,,,
4,0,,top_down,,,4,1750947375.3769608,,,
5,0,,top_down,,,5,1750947375.379833,,,
6,1,,top_down,,,6,1750947375.3818123,,,
552,1,svm,max,balanced,tfidf,7,1750947376.3890727,,,
160,0,svm,max,balanced,tfidf,8,1750947376.4002023,,,
244,1,svm,max,balanced,tfidf,9,1750947376.4105573,,,
478,1,svm,max,balanced,tfidf,10,1750947376.4216282,,,
289,0,svm,max,balanced,tfidf,11,1750947376.431669,,,
301,1,svm,max,balanced,tfidf,12,1750947376.4403129,,,
1068,1,svm,max,balanced,tfidf,13,1750947376.4498193,,,
65,0,svm,max,balanced,tfidf,14,1750947376.458551,,,
659,1,svm,max,balanced,tfidf,15,1750947376.468196,,,
835,1,svm,max,balanced,tfidf,16,1750947376.477771,,,
598,0,svm,max,balanced,tfidf,17,1750947376.486631,,,
791,1,svm,max,balanced,tfidf,18,1750947376.4954135,,,
974,1,svm,max,balanced,tfidf,19,1750947376.504655,,,
291,1,svm,max,balanced,tfidf,20,1750947376.513562,,,
110,0,svm,max,balanced,tfidf,21,1750947376.522485,,,
463,1,svm,max,balanced,tfidf,22,1750947376.5320725,,,
736,1,svm,max,balanced,tfidf,23,1750947376.5413384,,,
1138,1,svm,max,balanced,tfidf,24,1750947376.5508635,,,
136,1,svm,max,balanced,tfidf,25,1750947376.5589514,,,
550,1,svm,max,balanced,tfidf,26,1750947376.5695112,,,
1074,0,svm,max,balanced,tfidf,27,1750947376.579207,,,
290,1,svm,max,balanced,tfidf,28,1750947376.591201,,,
89,0,svm,max,balanced,tfidf,29,1750947376.6007094,,,
858,1,svm,max,balanced,tfidf,30,1750947376.6111846,,,
282,1,svm,max,balanced,tfidf,31,1750947376.6208303,,,
1120,1,svm,max,balanced,tfidf,32,1750947376.6318307,,,
680,0,svm,max,balanced,tfidf,33,1750947376.6404724,,,
854,1,svm,max,balanced,tfidf,34,1750947376.6491954,,,
30,1,svm,max,balanced,tfidf,35,1750947376.6591017,,,
1109,1,svm,max,balanced,tfidf,36,1750947376.668647,,,
774,1,svm,max,balanced,tfidf,37,1750947376.6800675,,,
1159,1,svm,max,balanced,tfidf,38,1750947376.6915746,,,
394,1,svm,max,balanced,tfidf,39,1750947376.7022922,,,
1015,1,svm,max,balanced,tfidf,40,1750947376.713505,,,
1172,0,svm,max,balanced,tfidf,41,1750947376.724488,,,
1029,0,svm,max,balanced,tfidf,42,1750947376.7336965,,,
821,1,svm,max,balanced,tfidf,43,1750947376.7440727,,,
138,1,svm,max,balanced,tfidf,44,1750947376.7544081,,,
839,1,svm,max,balanced,tfidf,45,1750947376.764448,,,
669,0,svm,max,balanced,tfidf,46,1750947376.7740955,,,
158,1,svm,max,balanced,tfidf,47,1750947376.783989,,,
298,1,svm,max,balanced,tfidf,48,1750947376.792679,,,
168,1,svm,max,balanced,tfidf,49,1750947376.8013148,,,
